Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,82,28,6,7,67108911.30000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,75,7,6,7,75.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,72,8,2,7,108.6
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,90,15,2,6,8240.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,90,14,5,5,4142.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,73,6,9,8,58.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,82,23,9,8,2097195.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,83,11,7,8,555.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,70,23,5,6,2097192.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,80,15,3,5,8237.350000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,72,18,2,6,65576.30000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,80,17,4,8,32811.4
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,85,23,6,5,2097198.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,76,25,9,7,8388650.349999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,94,18,2,7,65584.70000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,83,21,7,6,524330.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,85,27,4,7,33554476.300000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,86,1,6,7,45.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,80,11,1,5,553.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,95,4,10,6,52.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,92,6,4,7,62.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,72,22,2,6,1048621.2000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,70,12,6,5,1068.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,88,29,1,5,134217771.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,77,27,1,6,33554476.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,70,29,3,8,134217769.54999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,91,5,1,8,51.349999999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,91,7,3,8,78.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,94,18,4,5,65581.90000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,81,10,9,8,298.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,83,13,7,6,2093.75
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,82,5,7,6,51.05
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,98,86,23,3,5,2097199.6500000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,86,86,15,8,8,8237.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,89,28,3,6,67108911.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,84,78,12,1,8,1065.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,85,4,2,5,50.8
